,v1,gene_symbol,v3,group,subgroup,pathway_or_family,full_name,gene_name_synonym(s),type,reaction_EC,Vitisnet_Network1,Vitisnet_Network2
12432,VIT_08s0032g00590,,Vitvi08g00199,,,,Universal stress protein (USP) family protein,,,,,
12433,VIT_08s0032g00600,,Vitvi08g00200,,,,Ubiquitin-specific protease 12 (UBP12),,,,,
12434,VIT_08s0032g00620,,Vitvi08g00201,,,,Ribosomal protein L22,,,K02890,vv23010Ribosome,
12435,VIT_08s0032g00640,,Vitvi08g00202,,,,Unknown,,,,,
12436,VIT_08s0032g00660,,Vitvi08g00203,,,,Sterile alpha motif (SAM) domain-containing,,,,,
12437,VIT_08s0032g00670,,Vitvi08g00205,,,,Glutamate carboxypeptidase (AMP1),,,E3_4_17_21,,
12438,VIT_08s0032g00680,,Vitvi08g00207,,,,SPX (SYG1/Pho81/XPR1) domain-containing protein,,,,,
12439,VIT_08s0032g00690,,Vitvi08g00209,,,,R;R)-butanediol dehydrogenase,,,E1_1_1_4,vv10650Butanoate_metabolism,
12440,VIT_08s0032g00700,,Vitvi08g00212,,,,CXE carboxylesterase,,,E3_1_1_1,,
12441,VIT_08s0032g00710,,Vitvi08g00214,,,,CXE carboxylesterase,,,E3_1_1_1,,
12442,VIT_08s0032g00720,,Vitvi08g00215,,,,Unknown protein,,,,,
12443,VIT_08s0032g00730,,Vitvi08g00216,,,,F-box and JmjC domain protein,,,JMJD7_1,vv60038Jumonji,
12444,VIT_08s0032g00740,,Vitvi08g00217,,,,Pentatricopeptide (PPR) repeat-containing,,,,,
12445,VIT_08s0032g00750,,Vitvi08g00218,,,,Unknown,,,,,
12446,VIT_08s0032g00760,,Vitvi08g00219,,,,Translation initiation factor eIF-2 beta subunit,,,K03238,vv23013RNA_transport,
12447,VIT_08s0032g00820,,Vitvi08g00224,,,,No hit,,,,,
12448,VIT_08s0032g00840,,Vitvi08g00225,,,,Sucrose-phosphatase.,,,E3_1_3_24,vv10500Starch_and_sucrose_metabolism,
12449,VIT_08s0032g00850,,Vitvi08g00226,,,,No hit,,,,,
12450,VIT_08s0032g00860,,Vitvi08g00227,,,,Unknown protein,,,,,
12451,VIT_08s0032g00880,,Vitvi08g00229,,,,No hit,,,,,
12452,VIT_08s0032g00890,,Vitvi08g00233,,,,Alpha-L-arabinosidase,,,E3_2_1_55,vv10520Nucleotide_sugars_metabolism,
12453,VIT_08s0032g00900,,Vitvi08g00234,,,,UBQ5 (ubiquitin 5),,,K02977,vv23010Ribosome,
12454,VIT_08s0032g00910,,Vitvi08g00235,,,,Fasciclin domain-containing protein FLA17,,,FLA17,vv40006Cell_wall,
12455,VIT_08s0032g00920,,Vitvi08g00239,,,,Zinc finger (C3HC4-type ring finger) CIC7E11,,,CIC7E11_1,vv60078Other_zf-C3HC4,
12456,VIT_08s0032g00930,,Vitvi08g00240,,,,Fasciclin domain-containing protein FLA17,,,FLA17,vv40006Cell_wall,
12457,VIT_08s0032g00940,,Vitvi08g00241,,,,DnaJ homolog; subfamily A; member 2,,,K09503,vv50132Primary_active_transporter_cat_A5_to_A8,
12458,VIT_08s0032g00950,,Vitvi08g00243,,,,Unknown protein,,,,,
12459,VIT_08s0032g00990,,Vitvi08g00256,,,,Expp1 protein precursor,,,,,
12460,VIT_08s0032g01000,,Vitvi08g00258,,,,No hit,,,,,
12461,VIT_08s0032g01030,,Vitvi08g00261,,,,Glutaredoxin,,,,,
12462,VIT_08s0032g01040,,Vitvi08g00262,,,,SYNC1 protein; related,,,,,
12463,VIT_08s0032g01060,,Vitvi08g00267,,,,Kinesin family member 22,,,K10403,vv44810Regulation_of_actin_cytoskeleton,
12464,VIT_08s0032g01090,,Vitvi08g00271,,,,Ubiquitin-specific protease 8 (UBP8),,,,,
12465,VIT_08s0032g01130,,Vitvi08g00281,,,,Caffeic acid methyltransferase,,,E2_1_1_68,vv10940Phenylpropanoid_biosynthesis,
12466,VIT_08s0032g01140,,Vitvi08g00282,,,,Unknown protein,,,,,
12467,VIT_08s0032g01150,PEN1,Vitvi08g00283,,,,Syntaxin 1B/2/3/4,,,K08486,vv24130SNARE_interactions_in_vesicular_transport,vv50101Channels_and_pores
12468,VIT_08s0032g01170,,Vitvi08g00289,,,,Deoxyribonuclease tatD,,,K03424,vv23060Protein_export,
12469,VIT_08s0032g01180,,Vitvi08g00290,,,,CP33 (pigment defective 322),,,CP33,vv50133Primary_active_transporter_cat_A9_to_A18,
12470,VIT_08s0032g01190,,Vitvi08g00292,,,,Nuclear transcription factor Y subunit A-10,,,NFYA10,vv60021CCAAT,
12471,VIT_08s0032g01210,,Vitvi08g00297,,,,Mal d 1-associated protein,,,,,
12472,VIT_08s0032g01230,,Vitvi08g00301,,,,DEAH (Asp-Glu-Ala-His) box polypeptide 36,,,DHX36,vv23040Spliceosome,
12473,VIT_08s0105g00010,,Vitvi08g00538,,,,No hit,,,,,
12474,VIT_08s0105g00120,,Vitvi08g00623,,,,No hit,,,,,
12475,VIT_08s0105g00140,,Vitvi08g00624,,,,Bromo-adjacenty (BAH) domain-containing protein,,,,,
12476,VIT_08s0105g00150,,Vitvi08g00625,,,,Autophagy 7 (APG7),,,K08337,vv44140Regulation_of_autophagy,
12477,VIT_08s0105g00170,,Vitvi08g00626,,,,Dof zinc finger protein DOF3.5,,,DOF1_5_3,vv60015C2C2-DOF,
12478,VIT_08s0105g00200,,Vitvi08g00630,,,,U-box domain-containing protein,,,,,
12479,VIT_08s0105g00220,,Vitvi08g00632,,,,PRLI-interacting factor G-like protein,,,,,
12480,VIT_08s0105g00250,,Vitvi08g00636,,,,Aluminum activated malate transporter 1,,,ALMT1,vv50125Porters_cat_66_to_94,
12481,VIT_08s0105g00260,,Vitvi08g00637,,,,Digalactosyldiacylglycerol synthase 1,,,E2_4_1_184,vv10561Glycerolipid_metabolism,
12482,VIT_08s0105g00270,,Vitvi08g00639,,,,NC domain-containing protein,,,,,
12483,VIT_08s0105g00280,,Vitvi08g00640,,,,Ribosomal protein S8e,,,K02995,vv23010Ribosome,
12484,VIT_08s0105g00290,,Vitvi08g00641,,,,Zinc finger (C3HC4-type ring finger),,,ZFC3HC4_75,vv60078Other_zf-C3HC4,
12485,VIT_08s0105g00300,,Vitvi08g00642,,,,Phospholipase C,,,E3_1_4_3,vv10260Glycine_serine_and_threonine_metabolism,vv10562Inositol_phosphate_metabolism
12486,VIT_08s0105g00310,,Vitvi08g00643,,,,Rhodanese domain-containing protein,,,K07146,,
12487,VIT_08s0105g00330,,Vitvi08g00644,,,,Enhanced silencing phenotype 4 ESP4 symplekin,,,K06100,vv23015mRNA_surveillance_pathway,
12488,VIT_08s0105g00340,,Vitvi08g00645,,,,NLI interacting factor (NIF),,,NIF,vv50132Primary_active_transporter_cat_A5_to_A8,
12489,VIT_08s0105g00350,,Vitvi08g00650,,,,DnaJ homolog; subfamily B; member 4,,,K09510,vv50132Primary_active_transporter_cat_A5_to_A8,
12490,VIT_08s0105g00360,,Vitvi08g00653,,,,PHD finger protein alfin,,,ALFINDOM2,vv60002Alfin-like,
12491,VIT_08s0105g00370,,Vitvi08g00654,,,,Myb family,,,MYBGE_20,vv60029G2-like,
12492,VIT_08s0105g00400,,Vitvi08g00658,,,,GT-1-like transcription factor,,,GT1L,vv60062Trihelix,
12493,VIT_08s0105g00410,,Vitvi08g00661,,,,Transposase; IS4,,,,,
12495,VIT_08s0105g00440,,Vitvi08g00665,,,,Selenoprotein,,,,,
12496,VIT_08s0105g00450,,Vitvi08g00666,,,,Transducin protein,,,,,
12497,VIT_08s0105g00460,,Vitvi08g00667,,,,Acyl-CoA oxidase ACX4,,,E1_3_3_6_ACX4,vv10071Fatty_acid_metabolism,vv10592Alpha-linolenic_acid_metabolism
12498,VIT_08s0105g00470,,Vitvi08g00669,,,,PHD finger-like domain-containing protein 5A,,,K12834,vv23040Spliceosome,
12499,VIT_08s0105g00480,,Vitvi08g00671,,,,Phosphoinositide 5-phosphatase,,,E3_1_3_36,vv10562Inositol_phosphate_metabolism,vv34070Phosphatidylinositol_signaling_system
12500,VIT_08s0105g00490,,Vitvi08g00672,,,,Glutaredoxin-related protein;,,,,,
12501,VIT_08s0105g00500,,Vitvi08g00673,,,,Unknown protein,,,,,
12502,VIT_08s0105g00510,,Vitvi08g00674,,,,Unknown protein,,,,,
12503,VIT_08s0105g00550,,Vitvi08g00675,,,,Electron transport SCO1/SenC,,,K07152,,
12504,VIT_08s0105g00570,,Vitvi08g00676,,,,Adenosine/AMP deaminase active site,,,E3_5_4_4,vv10230Purine_metabolism,
12505,VIT_08s0105g00590,,Vitvi08g00678,,,,Chlorophyll synthetase,,,E2_5_1_62,vv10860Porphyrin_and_chlorophyll_metabolism,
12506,VIT_08s0105g00600,,Vitvi08g00679,,,,Late embryogenesis abundant protein B19.3,,,,,
12507,VIT_08s0105g00610,,Vitvi08g00680,,,,Phosphoethanolamine N-methyltransferase 1,,,E2_1_1_103,vv10564Glycerophospholipid_metabolism,
12508,VIT_08s0217g00010,,Vitvi08g00684,,,,Succinate/fumarate mitochondrial transporter,,,K03454,vv50123Porters_cat_18_to_29,
12509,VIT_08s0217g00020,,Vitvi08g00685,,,,DNA-binding protein GBP16,,,,,
12510,VIT_08s0217g00030,,Vitvi08g00686,,,,Ran-binding protein 1 RanBP1,,,RANBP1,vv50109Incompletely_characterized_transport_systems,
12511,VIT_08s0217g00040,,Vitvi08g00687,,,,Importin 11,,,IPO11,,
12512,VIT_08s0217g00090,,Vitvi08g00689,,,,DnaJ homolog; subfamily B; member 9,,,K09515,vv50132Primary_active_transporter_cat_A5_to_A8,
12513,VIT_08s0217g00100,,Vitvi08g00690,,,,Pyruvate decarboxylase isozyme 2,,,E4_1_1_1,vv10010Glycolysis,
12514,VIT_08s0217g00110,,Vitvi08g00691,,,,Basic helix-loop-helix aprataxin,,,APRATAXIN_1,vv60011BHLH,
12515,VIT_08s0217g00120,,Vitvi08g00692,,,,Ribosomal protein L41 60S,,,K02928,vv23010Ribosome,
12516,VIT_08s0217g00130,,Vitvi08g00693,,,,No hit,,,,,
12517,VIT_08s0058g00020,,Vitvi08g00700,,,,Proteasome 26S regulatory subunit (RPN5),,,K03035,vv23050Proteasome,
12518,VIT_08s0058g00040,,Vitvi08g00703,,,,Verticillium wilt disease resistance protein Ve2,,,,,
12519,VIT_08s0058g00070,,Vitvi08g00708,,,,Disease resistance protein SlVe2 precursor,,,,,
12520,VIT_08s0058g00080,,Vitvi08g00709,,,,Verticillium wilt disease resistance protein,,,,,
12521,VIT_08s0058g00120,,Vitvi08g00720,,,,Phosphatidylethanolamine-binding,,,,,
12522,VIT_08s0058g00130,,Vitvi08g00721,,,,BCL2 binding anthogene,,,,,
12523,VIT_08s0058g00140,,Vitvi08g00723,,,,Ammonium transporter 2,,,AMT2,vv50101Channels_and_pores,
12524,VIT_08s0058g00150,,Vitvi08g00725,,,,Ammonium transporter 2,,,AMT2,vv50101Channels_and_pores,
12525,VIT_08s0058g00170,,Vitvi08g00726,,,,Nudix hydrolase 15; mitochondrial precursor (AtNUDT15),,,,,
12526,VIT_08s0058g00180,,Vitvi08g00728,,,,Male sterility 2 (MS2),,,,,
12527,VIT_08s0058g00190,,Vitvi08g00729,,,,No hit,,,,,
12528,VIT_08s0058g00200,,Vitvi08g00730,,,,Transcription factor,,,TRIHELIXDOM_2,vv60062Trihelix,
12529,VIT_08s0058g00210,,Vitvi08g00731,,,,Chaperone,,,,,
12530,VIT_08s0058g00230,,Vitvi08g00735,,,,Unknown,,,,,
12531,VIT_08s0058g00240,,Vitvi08g00736,,,,Myb family,,,MYBGE_28,vv60029G2-like,
12532,VIT_08s0058g00260,,Vitvi08g00738,,,,Ethylene overproducer 1 (ETO1),,,ETO1_4,vv30008Ethylene_signaling,vv60093TRAF
12533,VIT_08s0058g00270,,Vitvi08g00739,,,,Importin beta-2,,,K14293_2,vv23013RNA_transport,vv50109Incompletely_characterized_transport_systems
12534,VIT_08s0058g00280,,Vitvi08g00740,,,,Lectin protein kinase,,,,,
12535,VIT_08s0058g00290,,Vitvi08g00744,,,,Receptor lectin protein kinase,,,,,
12536,VIT_08s0058g00320,,Vitvi08g00752,,,,Ubiquitin activating enzyme E1,,,K03178,vv24120Ubiquitin_mediated_proteolysis,
12537,VIT_08s0058g00350,,Vitvi08g00754,,,,OAS high accumulation 1 OSH1,,,,,
12538,VIT_08s0058g00370,,Vitvi08g00755,,,,Unknown protein,,,,,
12539,VIT_08s0058g00380,,Vitvi08g00756,,,,No hit,,,,,
12540,VIT_08s0058g00390,,Vitvi08g00757,,,,Ribosomal protein S4 (RPS4D) 40S,,,K02987,vv23010Ribosome,
12541,VIT_08s0058g00410,,Vitvi08g00761,,,,ferritin 1 (FER1),,,E1_16_3_1,vv10860Porphyrin_and_chlorophyll_metabolism,
12542,VIT_08s0058g00420,,Vitvi08g00762,,,,VAR3 (VARIEgated 3),,,VARIEGATED3_1,vv60080Other_zf,
12543,VIT_08s0058g00430,,Vitvi08g00763,,,,ferritin,,,E1_16_3_1,vv10860Porphyrin_and_chlorophyll_metabolism,
12544,VIT_08s0058g00440,,Vitvi08g00764,,,,ferritin,,,E1_16_3_1,vv10860Porphyrin_and_chlorophyll_metabolism,
12545,VIT_08s0058g00450,,Vitvi08g00766,,,,Substrate carrier; Mitochondrial,,,K03454,vv50123Porters_cat_18_to_29,
12546,VIT_08s0058g00460,,Vitvi08g00767,,,,Unknown protein,,,,,
12547,VIT_08s0058g00470,,Vitvi08g00768,,,,Abscisic acid receptor PYL4  RCAR10,,,RCAR10,vv30001ABA_signaling,
12548,VIT_08s0058g00480,,Vitvi08g00769,,,,Unknown protein,,,,,
12549,VIT_08s0058g00490,,Vitvi08g00771,,,,Unknown protein,,,,,
12550,VIT_08s0058g00500,,Vitvi08g00773,,,,Breast cancer susceptibility protein 2b,,,K08775,vv23440Homologous_recombination,
12551,VIT_08s0058g00510,,Vitvi08g00777,,,,MATE efflux family protein,,,MATE,vv50125Porters_cat_66_to_94,
12552,VIT_08s0058g00530,,Vitvi08g00780,,,,Unknown protein,,,,,
12553,VIT_08s0058g00540,,Vitvi08g00781,,,,IMK2 (inflorescence meristem receptor-like kinase 2),,,,,
12554,VIT_08s0058g00550,,Vitvi08g00782,,,,No hit,,,,,
12555,VIT_08s0058g00570,,Vitvi08g00783,,,,Macrophage migration inhibitory factor,,,,,
12556,VIT_08s0058g00590,,Vitvi08g00784,,,,Macrophage migration inhibitory factor,,,,,
12557,VIT_08s0058g00610,,Vitvi08g00785,,,,Binding,,,,,
12558,VIT_08s0058g00620,,Vitvi08g00786,,,,Kelch repeat-containing protein,,,,,
12559,VIT_08s0058g00630,,Vitvi08g00787,,,,DNA-directed RNA polymerase II subunit A,,,K03006,vv23020RNA_polymerase,
12560,VIT_08s0058g00640,,Vitvi08g00788,,,,Patellin-5,,,,,
12561,VIT_08s0058g00650,,Vitvi08g00789,,,,Aldose reductase,,,E1_1_1_21,vv10040Pentose_glucuronate_interconversion,vv10051Fructose_and_mannose_metabolism
12562,VIT_08s0058g00670,,Vitvi08g00791,,,,Unknown protein,,,,,
12563,VIT_08s0058g00680,,Vitvi08g00792,,,,Integral membrane protein; putative,,,,,
12564,VIT_08s0058g00700,,Vitvi08g00794,,,,F-box protein (FBL3),,,,,
12565,VIT_08s0058g00730,,Vitvi08g00795,,,,Iron transporter,,,FERROPORTINREL,vv50109Incompletely_characterized_transport_systems,
12566,VIT_08s0058g00750,,Vitvi08g00797,,,,Binding,,,,,
12567,VIT_08s0058g00760,,Vitvi08g00798,,,,Pentatricopeptide (PPR) repeat-containing protein,,,,,
12568,VIT_08s0058g00770,,Vitvi08g00799,,,,WAVE3,,,WAVE3,vv44810Regulation_of_actin_cytoskeleton,
12569,VIT_08s0058g00790,,Vitvi08g00801,,,,Secoisolariciresinol dehydrogenase,,,SIRD,vv10940Phenylpropanoid_biosynthesis,
12570,VIT_08s0058g00800,,Vitvi08g00802,,,,Wound-induced protein WI12,,,,,
12571,VIT_08s0058g00810,,Vitvi08g00805,,,,D-alanine--D-alanine ligase,,,E6_3_2_4,vv10252Alanine_and_aspartate_metabolism,
12572,VIT_08s0058g00820,,Vitvi08g00806,,,,ALPHA-SNAP2 (alpha-soluble nsf attachment protein),,,ASNAP2,vv24130SNARE_interactions_in_vesicular_transport,
12573,VIT_08s0058g00830,,Vitvi08g00808,,,,MEE40 (maternal effect embryo arrest 40),,,,,
12574,VIT_08s0058g00840,,Vitvi08g00809,,,,U4/U6 small nuclear ribonucleoprotein PRP4,,,K12662,vv23040Spliceosome,
12575,VIT_08s0058g00850,,Vitvi08g00810,,,,Gag-pol polyprotein,,,,,
12576,VIT_08s0058g00880,,Vitvi08g00812,,,,Class E vacuolar protein-sorting machinery protein HSE1,,,HSE1,vv50111Tethering_factors,
12577,VIT_08s0058g00900,,Vitvi08g00813,,,,RAPTOR1B (RAPTOR1),,,K07204,vv34150mTOR_signaling_pathway,
12578,VIT_08s0058g00930,,Vitvi08g00816,,,,Alanine--glyoxylate aminotransferase 2 3; mitochondrial,,,E2_6_1_44,vv10252Alanine_and_aspartate_metabolism,vv10260Glycine_serine_and_threonine_metabolism
12579,VIT_08s0058g00940,,Vitvi08g00817,,,,2OG-Fe(II) oxygenase,,,,,
12580,VIT_08s0058g00950,,Vitvi08g00819,,,,Curculin-like (mannose-binding) lectin family,,,,,
12581,VIT_08s0058g00960,,Vitvi08g00820,,,,Basic helix-loop-helix (bHLH) family,,,BHLHDOM_28,vv60011BHLH,
12582,VIT_08s0058g01000,,Vitvi08g00824,,,,Aspartate aminotransferase,,,E2_6_1_1,vv10252Alanine_and_aspartate_metabolism,vv10272Cysteine_metabolism
12583,VIT_08s0058g01020,,Vitvi08g00825,,,,Saposin B domain-containing protein,,,SAPB,vv50101Channels_and_pores,
12584,VIT_08s0058g01030,,Vitvi08g00827,,,,Saposin B domain-containing protein,,,SAPB,vv50101Channels_and_pores,
12585,VIT_08s0058g01040,,Vitvi08g00828,,,,SOS2 (salt overly sensitive 2),,,SOS2,vv30001ABA_signaling,
12586,VIT_08s0058g01050,,Vitvi08g00829,,,,Unknown protein,,,,,
12587,VIT_08s0058g01070,,Vitvi08g00834,,,,Xanthine/uracil permease,,,K06901,vv50121Porters_cat_1_to_6,
12588,VIT_08s0058g01090,,Vitvi08g00835,,,,CBL-interacting protein kinase 14 (CIPK14),,,,,
12589,VIT_08s0058g01100,,Vitvi08g00836,,,,Armadillo/beta-catenin repeat / U-box domain-containing protein,,,,,
12590,VIT_08s0058g01110,,Vitvi08g00840,,,,Ovate family protein 4 OFP4,,,OFP4_1,vv60086OFP,
12591,VIT_08s0058g01120,,Vitvi08g00841,,,,Unknown,,,,,
12592,VIT_08s0058g01130,,Vitvi08g00843,,,,WNK5 (Arabidopsis WNK kinase 5),,,,,
12593,VIT_08s0058g01140,,Vitvi08g00844,,,,Unknown protein,,,,,
12594,VIT_08s0058g01150,,Vitvi08g00845,,,,Unknown protein,,,,,
12595,VIT_08s0058g01160,,Vitvi08g00846,,,,No hit,,,,,
12596,VIT_08s0058g01170,,Vitvi08g00847,,,,MATE efflux family protein,,,MATE,vv50125Porters_cat_66_to_94,
12597,VIT_08s0058g01180,,Vitvi08g00850,,,,Protein kinase ATN1,,,,,
12598,VIT_08s0058g01190,,Vitvi08g00851,,,,MAC/Perforin domain-containing protein,,,,,
12599,VIT_08s0058g01210,,Vitvi08g00853,,,,Non-specific lipid transfer protein LTP1,,,LTP1,,
12600,VIT_08s0058g01230,,Vitvi08g00854,,,,Non-specific lipid-transfer protein,,,,,
12601,VIT_08s0058g01250,,Vitvi08g00855,,,,Unknown protein,,,,,
12602,VIT_08s0058g01260,,Vitvi08g00856,,,,No hit,,,,,
12603,VIT_08s0058g01270,,Vitvi08g00857,,,,Zinc finger (C3HC4-type ring finger),,,ZFC3HC4_94,vv60078Other_zf-C3HC4,
12604,VIT_08s0058g01290,,Vitvi08g00858,,,,Protein kinase AtSIK,,,,,
12605,VIT_08s0058g01300,,Vitvi08g00859,,,,High-level expression of sugar-inducible like 1,,,HSL1_2,vv60001ABI3VP1,
12606,VIT_08s0058g01310,,Vitvi08g00860,,,,Elongation factor P; putative; expressed,,,K02356,,
12607,VIT_08s0058g01320,,Vitvi08g00861,,,,Unknown,,,,,
12608,VIT_08s0058g01330,,Vitvi08g00862,,,,Unknown,,,,,
12609,VIT_08s0058g01340,,Vitvi08g00863,,,,Leucine-rich repeat transmembrane protein kinase,,,,,
12610,VIT_08s0058g01350,,Vitvi08g00864,,,,Non-green plastid inner envelope membrane protein,,,,,
12611,VIT_08s0058g01360,,Vitvi08g00865,,,,Vacuolar sorting receptor 1,,,VSR1,vv50110Protein_coat,
12612,VIT_08s0058g01370,,Vitvi08g00866,,,,Lung seven transmembrane receptor,,,,,
12613,VIT_08s0058g01380,,Vitvi08g00867,,,,Unknown protein,,,,,
12614,VIT_08s0058g01400,,Vitvi08g00869,,,,Phospholipid-translocating ATPase ALA1,,,K01530,vv50131Primary_active_transporter_cat_A2_to_A4,
12615,VIT_08s0058g01410,,Vitvi08g00870,,,,Transcription factor S-II (TFIIS),,,K03145,vv23022Basal_transcription_factors,
12616,VIT_08s0058g01420,,Vitvi08g00871,,,,Unknown protein,,,,,
12617,VIT_08s0058g01430,,Vitvi08g00872,,,,PRC-barrel,,,,,
12618,VIT_08s0058g01440,,Vitvi08g00874,,,,Ribosomal S6 kinase p90,,,K04373,vv34150mTOR_signaling_pathway,
12619,VIT_08s0058g01460,,Vitvi08g00875,,,,1;4-beta-mannan endohydrolase,,,E3_2_1_78,vv10051Fructose_and_mannose_metabolism,
12620,VIT_08s0058g01470,,Vitvi08g00876,,,,No hit,,,,,
12621,VIT_08s0058g01480,,Vitvi08g00877,,,,1;4-beta-mannan endohydrolase,,,E3_2_1_78,vv10051Fructose_and_mannose_metabolism,
12622,VIT_08s0040g00020,,Vitvi08g00879,,,,Thioredoxin H,,,,,
12623,VIT_08s0040g00040,,Vitvi08g00880,,,,Ubiquitin-conjugating enzyme E2 D/E,,,K06689,vv24120Ubiquitin_mediated_proteolysis,vv24141Protein_processing_in_endoplasmic_reticulum
12624,VIT_08s0040g00050,,Vitvi08g00881,,,,Unknown protein,,,,,
12625,VIT_08s0040g00060,,Vitvi08g00883,,,,Receptor protein kinase,,,,,
12626,VIT_08s0040g00070,,Vitvi08g00884,,,,Argonaute,,,,,
12627,VIT_08s0040g00120,,Vitvi08g00885,,,,DnaJ homolog; subfamily B; member 13,,,K09519,vv50132Primary_active_transporter_cat_A5_to_A8,
12628,VIT_08s0040g00130,,Vitvi08g00886,,,,Copper-binding family protein,,,,,
12629,VIT_08s0040g00140,,Vitvi08g00887,,,,Unknown protein,,,,,
12630,VIT_08s0040g00150,,Vitvi08g00888,,,,PQ-loop repeat / transmembrane,,,PQLOOP,vv50124Porters_cat_30_to_64,
12631,VIT_08s0040g00160,,Vitvi08g00890,,,,Unknown protein,,,,,
12632,VIT_08s0040g00170,,Vitvi08g00891,,,,No hit,,,,,
12633,VIT_08s0040g00220,,Vitvi08g00892,,,,Exportin 7,,,XPO7,vv50112Nuclear_pore_complex,
12634,VIT_08s0040g00250,,Vitvi08g00894,,,,Tyrosine-specific protein phosphatase,,,,,
12635,VIT_08s0040g00270,,Vitvi08g00895,,,,Splicing factor 3b; subunit 1,,,,,
12636,VIT_08s0040g00310,,Vitvi08g00896,,,,Zinc finger (C3HC4-type ring finger),,,ZFC3HC4_192,vv60078Other_zf-C3HC4,
12637,VIT_08s0040g00320,,Vitvi08g00897,,,,Alpha-L-arabinofuranosidase,,,E3_2_1_55,vv10520Nucleotide_sugars_metabolism,
12638,VIT_08s0040g00360,,Vitvi08g00900,,,,SUVH3 (SU(VAR)3-9 homolog 3),,,E2_1_1_43SUVH3_3,vv10300Lysine_biosynthesis,vv60056SET_PCG
12639,VIT_08s0040g00370,,Vitvi08g00901,,,,Zinc finger (DHHC type),,,ZFDHHC_14,vv60079Other_zf-DHHC,
12640,VIT_08s0040g00380,,Vitvi08g00902,,,,Zinc finger (DHHC type) family,,,ZFDHHC_22,vv60079Other_zf-DHHC,
12641,VIT_08s0040g00390,,Vitvi08g00903,,,,Magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase,,,E1_14_13_81,vv10860Porphyrin_and_chlorophyll_metabolism,
12642,VIT_08s0040g00400,,Vitvi08g00904,,,,Aquaporin SIP2;1,,,SIP2_1,vv50101Channels_and_pores,
12643,VIT_08s0040g00410,,Vitvi08g00905,,,,Proteasome 20S alpha subunit G (PAG1) (PRC8),,,K02727a,vv23050Proteasome,
12644,VIT_08s0040g00420,,Vitvi08g00906,,,,Unknown protein,,,,,
12645,VIT_08s0040g00460,,Vitvi08g00908,,,,Ubiquitin-conjugating enzyme E2 S,,,K10583,vv24120Ubiquitin_mediated_proteolysis,
12646,VIT_08s0040g00470,,Vitvi08g00909,,,,Calmodulin-7 (CAM7),,,K02183,vv34020Calcium_signaling_pathway,vv34626Plant-pathogen_interaction
12647,VIT_08s0040g00480,,Vitvi08g00910,,,,Unknown,,,,,
12648,VIT_08s0040g00490,,Vitvi08g00911,,,,Caspase,,,E3_4_22_36,,
12649,VIT_08s0040g00500,,Vitvi08g00912,,,,Cupin; RmlC-type,,,,,
12650,VIT_08s0040g00510,,Vitvi08g00913,,,,ZIFL2 (zinc induced facilitator-like 2),,,ZIFL2,vv50121Porters_cat_1_to_6,
12651,VIT_08s0040g00520,,Vitvi08g00914,,,,Leucine-rich repeat protein kinase,,,,,
12652,VIT_08s0040g00530,,Vitvi08g00915,,,,Peroxisomal membrane protein 2,,,K13347,vv44146Peroxisome,
12653,VIT_08s0040g00540,,Vitvi08g00916,,,,VQ motif-containing protein,,,,,
12654,VIT_08s0040g00550,,Vitvi08g00917,,,,Pinoresinol-lariciresinol reductase,,,PLR,vv10940Phenylpropanoid_biosynthesis,
12655,VIT_08s0040g00570,,Vitvi08g00922,,,,Polyglutamine-binding protein 1,,,K12865,vv23040Spliceosome,
12656,VIT_08s0040g00590,,Vitvi08g00923,,,,Zinc finger (C3HC4-type ring finger),,,ZFC3HC4_43,vv60078Other_zf-C3HC4,
12657,VIT_08s0040g00600,,Vitvi08g00924,,,,Nascent polypeptide-associated complex NAC,,,K03626,,
12658,VIT_08s0040g00610,,Vitvi08g00925,,,,GTB1 (global transcription factor group B1),,,GTB1_3,vv60076Other_GTF,
12659,VIT_08s0040g00620,,Vitvi08g00926,,,,Unknown protein,,,,,
12660,VIT_08s0040g00660,,Vitvi08g00928,,,,Aspartic proteinase nepenthesin-1 precursor,,,E3_4_23_12,,
12661,VIT_08s0040g00670,,Vitvi08g00930,,,,4-alpha-glucanotransferase,,,E2_4_1_25,vv10500Starch_and_sucrose_metabolism,
12662,VIT_08s0040g00680,,Vitvi08g00931,,,,Phosphatidylinositol 4-kinase type-II,,,K13711,vv10562Inositol_phosphate_metabolism,vv34070Phosphatidylinositol_signaling_system
12663,VIT_08s0040g00700,,Vitvi08g00932,,,,Vacuolar-sorting receptor 1,,,VSR1,vv50110Protein_coat,
12664,VIT_08s0040g00710,,Vitvi08g00933,,,,3'-5' exonuclease domain-containing protein,,,K01146,,
12665,VIT_08s0040g00720,,Vitvi08g00935,,,,Snf1 protein kinase (KIN10) (SKIN10),,,K08800,,
12666,VIT_08s0040g00730,,Vitvi08g00936,,,,CTV.22,,,,,
12667,VIT_08s0040g00760,,Vitvi08g00937,,,,Protein phosphatase 2C,,,E3_1_3_16,,
12668,VIT_08s0040g00770,,Vitvi08g00939,,,,Cysteine protease inhibitor,,,E3_4_22_x,,
12669,VIT_08s0040g00800,,Vitvi08g00942,,,,Nodulin MtN21,,,MTN21,vv50122Porters_cat_7_to_17,
