Hs-MFSD2A,2000,1000,T094283-MFSD2A,"p1@MFSD2A"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1540,T119389,63,0.0314,p7@SGPP2,130367,19953,Q8IWX5,SGPP2,"sphingosine-1-phosphate phosphatase 2","gene with protein product"
1541,T191586,63,0.0313,p4@MAN1B1,11253,6823,,MAN1B1,"mannosidase alpha class 1B member 1","gene with protein product"
1542,T003651,62,0.0309,p1@ARHGAP21,57584,23725,Q5T5U3,ARHGAP21,"Rho GTPase activating protein 21","gene with protein product"
1543,T157625,62,0.0309,p2@SESN1,27244,21595,,SESN1,"sestrin 1","gene with protein product"
1544,T185237,62,0.0308,p1@ATP6V1H,51606,18303,"Q9UI12,E5RK31,E5RFZ9,E5RG90,E5RJG1",ATP6V1H,"ATPase H+ transporting V1 subunit H","gene with protein product"
1545,T188962,61,0.0304,p3@LINC00474,58483,23367,,LINC00474,"long intergenic non-protein coding RNA 474","RNA, long non-coding"
1546,T000232,61,0.0304,p9@PAX2,5076,8616,Q02962,PAX2,"paired box 2","gene with protein product"
1547,T162629,61,0.0303,p4@PRL,5617,9445,"P01236,Q5THQ0",PRL,prolactin,"gene with protein product"
1548,T162730,61,0.0303,p3@TDP2,51567,17768,,TDP2,"tyrosyl-DNA phosphodiesterase 2","gene with protein product"
1549,T148986,60,0.0299,p1@H2AFY,9555,4740,"B4DJC3,D6RCF2,O75367",H2AFY,"H2A histone family member Y","gene with protein product"
1550,T048998,60,0.0299,p1@BFAR,51283,17613,Q9NZS9,BFAR,"bifunctional apoptosis regulator","gene with protein product"
1551,T120186,60,0.0299,p3@ECEL1P2,347694,14019,,ECEL1P2,"endothelin converting enzyme like 1 pseudogene 2",pseudogene
1552,T176985,60,0.0299,p4@BAZ1B,9031,961,Q9UIG0,BAZ1B,"bromodomain adjacent to zinc finger domain 1B","gene with protein product"
1553,T109034,60,0.0299,p1@SMCR7L,54471,25979,Q9NQG6,MIEF1,"mitochondrial elongation factor 1","gene with protein product"
1554,T178197,60,0.0299,p10@CDK6,1021,1777,"Q00534,A4D1G0",CDK6,"cyclin dependent kinase 6","gene with protein product"
1555,T176604,59,0.0294,p2@RAC1,5879,9801,,RAC1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)","gene with protein product"
1556,T078013,59,0.0294,p1@LILRB4,11006,6608,A8MUE1,LILRB4,"leukocyte immunoglobulin like receptor B4","gene with protein product"
1557,T011644,59,0.0294,p1@C11orf45,219833,28584,,C11orf45,"chromosome 11 open reading frame 45","gene with protein product"
1558,T052886,59,0.0294,p1@TK2,7084,11831,F5GYK4,TK2,"thymidine kinase 2, mitochondrial","gene with protein product"
1559,T024116,59,0.0294,p6@BCAT1,586,976,Q68DQ7,BCAT1,"branched chain amino acid transaminase 1","gene with protein product"
1560,T185791,58,0.0289,p4@YTHDF3,253943,26465,,YTHDF3,"YTH N6-methyladenosine RNA binding protein 3","gene with protein product"
1561,T113999,58,0.0289,p7@RBMS1,5937,9907,E7ETU5,RBMS1,"RNA binding motif single stranded interacting protein 1","gene with protein product"
1562,T092910,58,0.0289,p2@WASF2,10163,12733,B4DZN0,WASF2,"WAS protein family member 2","gene with protein product"
1563,T130688,58,0.0289,p1@METTL6,131965,28343,Q8TCB7,METTL6,"methyltransferase like 6","gene with protein product"
1564,T106350,58,0.0289,p7@MIR3648,100500862,38941,,MIR3648-1,"microRNA 3648-1","RNA, micro"
1565,T039969,58,0.0288,p8@ACTN1,87,163,,ACTN1,"actinin alpha 1","gene with protein product"
1566,T016374,57,0.0284,p1@FKBP2,2286,3718,,FKBP2,"FK506 binding protein 2","gene with protein product"
1567,T183854,57,0.0284,p14@CLU,1191,2095,,CLU,clusterin,"gene with protein product"
1568,T073122,57,0.0283,p1@USF2,7392,12594,"Q15853,Q6YI47",USF2,"upstream transcription factor 2, c-fos interacting","gene with protein product"
1569,T010504,57,0.0283,p11@BCL9L,283149,23688,E9PNR0,BCL9L,"B-cell CLL/lymphoma 9-like","gene with protein product"
1570,T134422,56,0.0279,p2@GOLGA4,2803,4427,C9JHJ5,GOLGA4,"golgin A4","gene with protein product"
1571,T125249,56,0.0279,p1@MOGS,7841,24862,"Q13724,B8ZZE2,C9JDQ1,C9J8D4,F5H6D0,B4E3B8,Q58F09",MOGS,"mannosyl-oligosaccharide glucosidase","gene with protein product"
1572,T130691,56,0.0279,p2@EAF1,85403,20907,"B4E3F5,F8WFA5",EAF1,"ELL associated factor 1","gene with protein product"
1573,T109045,56,0.0279,p1@RPS19BP1,91582,28749,F8WFE7,RPS19BP1,"ribosomal protein S19 binding protein 1","gene with protein product"
1574,T011876,56,0.0279,p1@TOLLIP,54472,16476,"Q9H0E2,F2Z2Y8,E9PNS3,E9PQ25,B3KR28",TOLLIP,"toll interacting protein","gene with protein product"
1575,T018559,56,0.0279,p3@DGAT2,84649,16940,Q96PD7,DGAT2,"diacylglycerol O-acyltransferase 2","gene with protein product"
1576,T018487,56,0.0279,p2@ARRB1,408,711,"P49407,B7Z1Q3",ARRB1,"arrestin beta 1","gene with protein product"
1577,T168254,56,0.0278,p2@AKIRIN2,55122,21407,Q53H80,AKIRIN2,"akirin 2","gene with protein product"
1578,T076951,55,0.0274,p2@NUP62,23636,8066,,NUP62,"nucleoporin 62","gene with protein product"
1579,T035128,55,0.0274,p4@YY1,7528,12856,P25490,YY1,"YY1 transcription factor","gene with protein product"
1580,T168121,55,0.0274,p7@SLC35B3,51000,21601,Q9H1N7,SLC35B3,"solute carrier family 35 member B3","gene with protein product"
1581,T166599,55,0.0274,p3@CRISP3,10321,16904,P54108,CRISP3,"cysteine rich secretory protein 3","gene with protein product"
1582,T101196,55,0.0274,p1@SLPI,6590,11092,P03973,SLPI,"secretory leukocyte peptidase inhibitor","gene with protein product"
1583,T117615,55,0.0273,p2@NRP2,8828,8005,"E9PF66,O60462,F5H1G4,F5H2X3,Q7LBX6,Q7Z3T9,Q9H2E2,Q7LBX7",NRP2,"neuropilin 2","gene with protein product"
1584,T013740,54,0.0269,p1@ABTB2,25841,23842,"E9PRW7,A8K6S9",ABTB2,"ankyrin repeat and BTB domain containing 2","gene with protein product"
1585,T085184,54,0.0269,p1@FBXO42,54455,29249,Q6P3S6,FBXO42,"F-box protein 42","gene with protein product"
1586,T013687,54,0.0269,p1@LMO2,4005,6642,P25791,LMO2,"LIM domain only 2","gene with protein product"
1587,T110829,54,0.0269,p13@LIMS1,3987,6616,B7Z483,LIMS1,"LIM zinc finger domain containing 1","gene with protein product"
1588,T003753,54,0.0268,p5@PDSS1,23590,17759,Q5T2R2,PDSS1,"decaprenyl diphosphate synthase subunit 1","gene with protein product"
1589,T003003,53,0.0265,p1@PTER,9317,9590,Q96BW5,PTER,"phosphotriesterase related","gene with protein product"
1590,T082990,53,0.0264,p3@TPM3,7170,12012,Q5VU61,TPM3,"tropomyosin 3","gene with protein product"
1591,T033525,53,0.0264,p4@RB1,5925,9884,"P06400,Q92728",RB1,"RB transcriptional corepressor 1","gene with protein product"
1592,T001874,53,0.0264,p23@TACC2,10579,11523,O95359,TACC2,"transforming acidic coiled-coil containing protein 2","gene with protein product"
1593,T064524,53,0.0263,p3@EIF4A3,9775,18683,,EIF4A3,"eukaryotic translation initiation factor 4A3","gene with protein product"
1594,T134815,52,0.0259,p1@CYP8B1,1582,2653,C9JFR9,CYP8B1,"cytochrome P450 family 8 subfamily B member 1","gene with protein product"
1595,T176079,52,0.0259,p1@UPP1,7378,12576,C9JIP2,UPP1,"uridine phosphorylase 1","gene with protein product"
1596,T022710,52,0.0259,p2@BRI3BP,140707,14251,Q8WY22,BRI3BP,"BRI3 binding protein","gene with protein product"
1597,T188964,52,0.0259,p2@LINC00474,,23367,,LINC00474,"long intergenic non-protein coding RNA 474","RNA, long non-coding"
1598,T040292,51,0.0254,p28@NUMB,8650,8060,,NUMB,"NUMB, endocytic adaptor protein","gene with protein product"
1599,T107915,51,0.0254,p12@SFI1,9814,29064,,SFI1,"SFI1 centrin binding protein","gene with protein product"
1600,T153732,51,0.0254,p1@PRLR,5618,9446,D6RAN9,PRLR,"prolactin receptor","gene with protein product"
1601,T027279,51,0.0254,p3@NAB2,4665,7627,Q15742,NAB2,"NGFI-A binding protein 2","gene with protein product"
1602,T042260,51,0.0254,p3@CYFIP1,23191,13759,Q7L576,CYFIP1,"cytoplasmic FMR1 interacting protein 1","gene with protein product"
1603,T135275,50,0.0249,p3@SETD2,29072,18420,"F2Z317,F5H340,Q9BYW2",SETD2,"SET domain containing 2","gene with protein product"
1604,T172144,50,0.0249,p1@TRPV6,55503,14006,"C9J9W0,Q9H1D0",TRPV6,"transient receptor potential cation channel subfamily V member 6","gene with protein product"
1605,T028258,50,0.0249,p7@ZNF384,171017,11955,F5GYZ1,ZNF384,"zinc finger protein 384","gene with protein product"
1606,T124293,50,0.0249,p11@LGALSL,29094,25012,,LGALSL,"galectin like","gene with protein product"
1607,T143300,50,0.0249,p16@SH3BP2,6452,10825,,SH3BP2,"SH3 domain binding protein 2","gene with protein product"
1608,T085186,50,0.0249,p1@POGK,57645,18800,"Q9P215,Q5TIJ1",POGK,"pogo transposable element with KRAB domain","gene with protein product"
1609,T185299,50,0.0249,p6@RP1,6101,10263,B4DYB3,RP1,"RP1, axonemal microtubule associated","gene with protein product"
1610,T093157,50,0.0248,p1@GMEB1,10691,4370,Q9Y692,GMEB1,"glucocorticoid modulatory element binding protein 1","gene with protein product"
1611,T059937,49,0.0244,p7@HOXB6,3216,5117,,HOXB6,"homeobox B6","gene with protein product"
1612,T040613,49,0.0244,p3@BATF,10538,958,G3V266,BATF,"basic leucine zipper ATF-like transcription factor","gene with protein product"
1613,T189018,49,0.0244,p74@PAPPA,5069,8602,Q7Z613,PAPPA,"pappalysin 1","gene with protein product"
1614,T149987,49,0.0244,p10@NR3C1,2908,7978,Q3MSN4,NR3C1,"nuclear receptor subfamily 3 group C member 1","gene with protein product"
1615,T162630,48,0.0239,p3@PRL,5617,9445,"P01236,Q5THQ0",PRL,prolactin,"gene with protein product"
1616,T076123,48,0.0239,p1@GPR77,27202,4527,,C5AR2,"complement component 5a receptor 2","gene with protein product"
1617,T075394,48,0.0239,p2@TOMM40,10452,18001,O96008,TOMM40,"translocase of outer mitochondrial membrane 40","gene with protein product"
1618,T178114,47,0.0234,p4@ANKIB1,54467,22215,Q9P2G1,ANKIB1,"ankyrin repeat and IBR domain containing 1","gene with protein product"
1619,T056421,47,0.0234,p5@PAFAH1B1,5048,8574,P43034,PAFAH1B1,"platelet activating factor acetylhydrolase 1b regulatory subunit 1","gene with protein product"
1620,T025960,47,0.0234,p5@SLC4A8,9498,11034,,SLC4A8,"solute carrier family 4 member 8","gene with protein product"
1621,T150903,47,0.0234,p2@TNIP1,10318,16903,"Q15025,E7ERB0,E7EW15,B7Z5B0,F5GYD7,F5H4X3",TNIP1,"TNFAIP3 interacting protein 1","gene with protein product"
1622,T091422,47,0.0234,p2@GPR137B,7107,11862,O60478,GPR137B,"G protein-coupled receptor 137B","gene with protein product"
1623,T097863,46,0.0229,p16@H6PD,9563,4795,O95479,H6PD,"hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase","gene with protein product"
1624,T062457,46,0.0229,p17@C17orf49,124944,28737,C9J4G0,C17orf49,"chromosome 17 open reading frame 49","gene with protein product"
1625,T170692,46,0.0229,p1@KCP,375616,17585,Q6ZWJ8,KCP,"kielin/chordin-like protein","gene with protein product"
1626,T128681,46,0.0229,p12@MGLL,11343,17038,Q99685,MGLL,"monoglyceride lipase","gene with protein product"
1627,T198301,46,0.0229,p1@RENBP,5973,9959,F8WE83,RENBP,"renin binding protein","gene with protein product"
1628,T059130,46,0.0229,p4@UBTF,7343,12511,P17480,UBTF,"upstream binding transcription factor, RNA polymerase I","gene with protein product"
1629,T145989,46,0.0229,p1@BMP2K,55589,18041,"C9JC56,Q9NSY1,Q4W5H2",BMP2K,"BMP2 inducible kinase","gene with protein product"
1630,T158782,46,0.0229,p2@ECHDC1,55862,21489,"E9PEN7,E9PR31",ECHDC1,"ethylmalonyl-CoA decarboxylase 1","gene with protein product"
1631,T084770,46,0.0229,p4@NR1I3,9970,7969,,NR1I3,"nuclear receptor subfamily 1 group I member 3","gene with protein product"
1632,T057517,45,0.0224,p1@CTNS,1497,2518,,CTNS,"cystinosin, lysosomal cystine transporter","gene with protein product"
1633,T121585,45,0.0224,p3@EMILIN1,11117,19880,,EMILIN1,"elastin microfibril interfacer 1","gene with protein product"
1634,T001595,45,0.0224,p9@EMX2,2018,3341,"G3V305,Q04743",EMX2,"empty spiracles homeobox 2","gene with protein product"
1635,T163520,45,0.0224,p3@HTATSF1P2,401233,38586,,HTATSF1P2,"HIV-1 Tat specific factor 1 pseudogene 2",pseudogene
1636,T025121,45,0.0223,p5@ANO6,196527,25240,E9PCT2,ANO6,"anoctamin 6","gene with protein product"
1637,T163517,44,0.0219,p2@HLA-L,,4970,,HLA-L,"major histocompatibility complex, class I, L (pseudogene)",pseudogene
1638,T156004,44,0.0219,p7@DMGDH,29958,24475,,DMGDH,"dimethylglycine dehydrogenase","gene with protein product"
1639,T080978,44,0.0219,p2@SDF4,51150,24188,Q9BRK5,SDF4,"stromal cell derived factor 4","gene with protein product"
1640,T059916,44,0.0219,p2@HOXB3,3213,5114,P14651,HOXB3,"homeobox B3","gene with protein product"
1641,T150497,44,0.0219,p11@ARHGEF37,389337,34430,A1IGU5,ARHGEF37,"Rho guanine nucleotide exchange factor 37","gene with protein product"
1642,T113546,43,0.0214,p3@PRPF40A,55660,16463,"O75400,E9PHJ7,E9PFS0,Q05C41",PRPF40A,"pre-mRNA processing factor 40 homolog A","gene with protein product"
1643,T125668,43,0.0214,p8@CAPG,822,1474,,CAPG,"capping actin protein, gelsolin like","gene with protein product"
1644,T086608,43,0.0214,p5@RGL1,23179,30281,F5H6U6,RGL1,"ral guanine nucleotide dissociation stimulator like 1","gene with protein product"
1645,T008490,43,0.0214,p6@ENTPD1,953,3363,P49961,ENTPD1,"ectonucleoside triphosphate diphosphohydrolase 1","gene with protein product"
1646,T018449,43,0.0214,p6@SLCO2B1,11309,10962,E9PN87,SLCO2B1,"solute carrier organic anion transporter family member 2B1","gene with protein product"
1647,T074166,43,0.0214,p1@LGALS13,29124,15449,"Q9UHV8,C5HZ15",LGALS13,"galectin 13","gene with protein product"
1648,T022717,42,0.0209,p1@AACS,65985,21298,"E7EW25,F5H790",AACS,"acetoacetyl-CoA synthetase","gene with protein product"
1649,T133268,42,0.0209,p1@ATP13A3,79572,24113,C9J7Z7,ATP13A3,"ATPase 13A3","gene with protein product"
1650,T130398,42,0.0209,p5@SIAH2,6478,10858,O43255,SIAH2,"siah E3 ubiquitin protein ligase 2","gene with protein product"
1651,T028345,42,0.0209,p2@PTMS,5763,9629,,PTMS,parathymosin,"gene with protein product"
1652,T017283,42,0.0208,p1@BRMS1,25855,17262,"Q9HCU9,G5E9I4",BRMS1,"breast cancer metastasis suppressor 1","gene with protein product"
1653,T146765,41,0.0204,p5@ABCG2,9429,74,Q9UNQ0,ABCG2,"ATP binding cassette subfamily G member 2 (Junior blood group)","gene with protein product"
1654,T125360,41,0.0204,p1@POLE4,56655,18755,Q9NR33,POLE4,"DNA polymerase epsilon 4, accessory subunit","gene with protein product"
1655,T047753,41,0.0204,p7@ANPEP,290,500,,ANPEP,"alanyl aminopeptidase, membrane","gene with protein product"
1656,T075427,41,0.0204,p1@APOC1P1,342,608,,APOC1P1,"apolipoprotein C1 pseudogene 1",pseudogene
1657,T185387,41,0.0204,p2@SDR16C5,195814,30311,"Q8N3Y7,B3KT84",SDR16C5,"short chain dehydrogenase/reductase family 16C member 5","gene with protein product"
1658,T147964,41,0.0204,p3@TNFAIP8,25816,17260,O95379,TNFAIP8,"TNF alpha induced protein 8","gene with protein product"
1659,T074174,40,0.0200,p3@LGALS14,56891,30054,"A8MPV8,Q8TCE9,B2R530",LGALS14,"galectin 14","gene with protein product"
1660,T182940,40,0.0199,p2@LPL,4023,6677,,LPL,"lipoprotein lipase","gene with protein product"
1661,T009585,40,0.0199,p3@C11orf92,399948,33789,Q6ZS62,COLCA1,"colorectal cancer associated 1",unknown
1662,T129614,40,0.0199,p3@TPRXL,348825,32178,E9PLC2,TPRXL,"tetrapeptide repeat homeobox like",pseudogene
1663,T126231,40,0.0199,p1@ITGB1BP1,9270,23927,"O14713,F8WF20,G3V1A3",ITGB1BP1,"integrin subunit beta 1 binding protein 1","gene with protein product"
1664,T062446,40,0.0199,"p5@RNASEK,p8@C17orf49","440400,124944","33911,28737",Q6P5S7,RNASEK,"ribonuclease K","gene with protein product"
1665,T081702,40,0.0199,p1@PDE4DIP,9659,15580,E9PQH9,PDE4DIP,"phosphodiesterase 4D interacting protein","gene with protein product"
1666,T081838,40,0.0199,p2@POLR3C,10623,30076,,POLR3C,"RNA polymerase III subunit C","gene with protein product"
1667,T183356,40,0.0198,p13@RHOBTB2,23221,18756,"E9PBU2,A8K9Z8,Q9BYZ6",RHOBTB2,"Rho related BTB domain containing 2","gene with protein product"
1668,T189241,39,0.0195,p3@GGTA1P,2681,4253,Q4G0N0,GGTA1P,"glycoprotein, alpha-galactosyltransferase 1 pseudogene",pseudogene
1669,T190454,39,0.0195,p1@FUBP3,8939,4005,"Q96I24,A6NJ37,A3KFK8",FUBP3,"far upstream element binding protein 3","gene with protein product"
1670,T176703,39,0.0194,p1@CRCP,27297,17888,"A8MUZ4,B4E198,O75575",CRCP,"CGRP receptor component","gene with protein product"
1671,T194383,39,0.0194,p2@SLC28A3,64078,16484,Q9HAS3,SLC28A3,"solute carrier family 28 member 3","gene with protein product"
1672,T027140,39,0.0194,p2@APOF,319,615,"Q13790,F5GXS5",APOF,"apolipoprotein F","gene with protein product"
1673,T100445,39,0.0194,p4@SRC,6714,11283,,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase","gene with protein product"
1674,T182929,39,0.0194,p12@CSGALNACT1,55790,24290,E5RJB6,CSGALNACT1,"chondroitin sulfate N-acetylgalactosaminyltransferase 1","gene with protein product"
1675,T198422,39,0.0194,p3@EMD,2010,3331,,EMD,emerin,"gene with protein product"
1676,T116672,39,0.0194,p5@MYO1B,4430,7596,,MYO1B,"myosin IB","gene with protein product"
1677,T146073,39,0.0194,p14@ANTXR2,118429,21732,P58335,ANTXR2,"anthrax toxin receptor 2","gene with protein product"
1678,T017376,38,0.0189,p1@TPP1,1200,2073,"E7EV34,O14773,E9PPA4,E9PME9",TPP1,"tripeptidyl peptidase 1","gene with protein product"
1679,T051584,38,0.0189,p1@HMOX2,3163,5014,P30519,HMOX2,"heme oxygenase 2","gene with protein product"
1680,T182967,38,0.0189,p1@ATP6V1B2,526,854,"E5RGH6,B4DFM5",ATP6V1B2,"ATPase H+ transporting V1 subunit B2","gene with protein product"
1681,T077665,38,0.0189,p1@ERVV-2,100271846,39051,B6SEH9,ERVV-2,"endogenous retrovirus group V member 2","endogenous retrovirus"
1682,T098677,38,0.0189,p1@RRBP1,6238,10448,Q9P2E9,RRBP1,"ribosome binding protein 1","gene with protein product"
1683,T179611,37,0.0185,p13@OXR1,55074,15822,Q8N573,OXR1,"oxidation resistance 1","gene with protein product"
1684,T150964,37,0.0184,p4@GM2A,2760,4367,P17900,GM2A,"GM2 ganglioside activator","gene with protein product"
1685,T084773,37,0.0184,p1@NR1I3,9970,7969,B7Z8R7,NR1I3,"nuclear receptor subfamily 1 group I member 3","gene with protein product"
1686,T183924,37,0.0184,p3@ESCO2,157570,27230,Q56NI9,ESCO2,"establishment of sister chromatid cohesion N-acetyltransferase 2","gene with protein product"
1687,T088263,37,0.0184,p1@KISS1,3814,6341,Q15726,KISS1,"KiSS-1 metastasis-suppressor","gene with protein product"
1688,T008743,37,0.0184,p2@GOLGA7B,401647,31668,Q2TAP0,GOLGA7B,"golgin A7 family member B","gene with protein product"
1689,T075424,37,0.0184,p7@APOC1,341,607,P02654,APOC1,"apolipoprotein C1","gene with protein product"
1690,T140372,37,0.0184,p1@TMEM184C,55751,25587,Q9NVA4,TMEM184C,"transmembrane protein 184C","gene with protein product"
1691,T167611,36,0.0180,p2@DDX43,55510,18677,B4E0C8,DDX43,"DEAD-box helicase 43","gene with protein product"
1692,T005587,36,0.0179,p41@ANK3,288,494,B1AQT1,ANK3,"ankyrin 3","gene with protein product"
1693,T030553,36,0.0179,p3@METAP2,10988,16672,B4DUX5,METAP2,"methionyl aminopeptidase 2","gene with protein product"
1694,T089005,36,0.0179,p4@PLXNA2,5362,9100,O75051,PLXNA2,"plexin A2","gene with protein product"
1695,T043937,36,0.0179,p2@DUOXA1,90527,26507,"A8K9Q6,Q1HG43",DUOXA1,"dual oxidase maturation factor 1","gene with protein product"
1696,T113918,36,0.0179,p3@CD302,9936,30843,"B4E2T9,Q8IX05",CD302,"CD302 molecule","gene with protein product"
1697,T050391,36,0.0179,p1@SULT1A1,6817,11453,P50225,SULT1A1,"sulfotransferase family 1A member 1","gene with protein product"
1698,T020615,36,0.0179,p2@PRDM4,11108,9348,Q9UKN5,PRDM4,"PR/SET domain 4","gene with protein product"
1699,T160756,36,0.0179,p10@JARID2,3720,6196,B7Z7X9,JARID2,"jumonji and AT-rich interaction domain containing 2","gene with protein product"
1700,T153548,36,0.0179,p5@ZFR,51663,17277,,ZFR,"zinc finger RNA binding protein","gene with protein product"
1701,T145662,35,0.0175,p1@USO1,8615,30904,O60763,USO1,"USO1 vesicle transport factor","gene with protein product"
1702,T182264,35,0.0174,p1@NRBP2,"100653301,340371",19339,Q9NSY0,NRBP2,"nuclear receptor binding protein 2","gene with protein product"
